144	126
144	227
144	512
144	238
144	205
144	475
144	497
144	175
144	242
309	26
309	401
309	527
309	335
309	105
309	154
309	297
309	332
309	10
309	239
309	130
309	114
309	414
309	448
309	24
309	18
309	220
232	269
232	135
232	417
232	158
232	334
232	31
232	389
232	215
232	79
232	459
232	110
232	238
232	56
232	66
232	377
232	480
232	514
232	471
232	467
232	419
232	179
232	272
232	116
232	159
232	60
279	204
279	109
279	106
274	377
274	314
274	455
274	186
274	179
274	6
274	334
274	208
274	272
274	344
197	490
241	284
241	311
241	18
241	439
241	308
241	92
198	390
344	135
344	486
344	274
344	478
344	31
344	495
344	381
344	268
344	445
344	186
344	140
344	102
344	459
344	456
344	367
344	121
344	228
344	444
344	480
344	387
344	519
344	443
344	497
344	383
344	364
344	490
344	396
344	385
344	173
388	190
388	181
388	527
388	335
388	132
126	144
126	57
126	507
126	356
126	449
126	118
126	215
126	186
126	110
126	245
126	121
126	86
126	227
126	89
126	480
126	150
126	497
126	120
126	75
126	65
126	378
126	500
102	497
14	231
14	451
14	33
14	390
14	212
466	525
466	221
466	325
466	74
158	135
158	232
158	387
158	334
158	155
158	495
158	455
158	271
158	396
158	441
158	66
158	377
158	58
158	480
158	519
158	55
158	547
158	148
158	179
158	205
158	159
158	121
158	173
158	477
156	86
156	31
156	467
384	346
384	258
384	195
384	179
384	314
384	267
384	64
384	155
384	272
384	362
384	127
384	138
301	164
301	33
428	410
428	483
428	325
428	39
428	466
89	126
89	440
89	248
89	445
89	204
89	267
89	58
89	495
89	497
89	467
393	225
393	527
393	132
393	297
393	442
393	433
393	262
393	399
393	11
393	286
393	437
439	380
439	225
439	276
439	132
439	406
439	442
439	430
439	297
439	416
439	11
439	164
439	145
439	18
439	123
439	424
439	460
439	1
439	27
439	54
439	154
439	220
76	79
38	385
38	203
38	117
497	144
497	185
383	395
383	269
383	66
383	440
383	490
383	21
383	110
383	364
383	463
383	444
383	268
383	459
383	396
383	475
383	500
383	354
383	77
383	497
383	436
383	186
383	252
516	86
516	278
516	135
516	417
516	248
516	31
516	117
516	495
516	53
516	337
516	140
516	175
516	506
516	423
516	504
516	63
516	30
516	66
516	534
516	519
516	467
516	436
516	469
516	174
516	369
516	120
516	419
516	405
516	358
516	547
516	148
516	179
516	270
516	15
516	272
516	159
289	447
289	449
289	419
289	82
90	58
324	265
324	57
324	434
324	116
452	66
452	411
452	44
452	470
452	506
452	378
452	334
452	450
452	381
233	269
233	500
233	16
233	140
233	364
233	323
233	48
233	436
233	100
154	18
154	482
154	124
154	484
154	518
391	480
391	168
391	174
391	293
490	473
490	260
490	197
490	387
490	334
490	117
490	495
490	344
490	426
490	506
490	140
490	502
490	147
490	86
490	330
490	204
490	159
490	480
490	252
490	435
490	174
490	383
490	120
490	266
490	470
490	229
490	185
490	364
490	282
490	259
490	385
490	488
490	463
15	66
15	516
15	472
15	148
15	506
15	507
15	489
15	31
15	268
15	480
15	436
15	75
15	367
15	494
259	153
259	265
259	99
259	142
259	270
259	490
259	155
259	58
259	492
463	383
463	120
463	159
463	157
463	364
463	490
463	238
463	151
463	118
463	467
463	469
463	121
486	507
486	334
486	495
486	344
486	223
486	506
486	251
486	504
486	19
486	102
486	459
486	63
486	513
486	273
486	121
486	330
486	517
486	119
486	219
486	467
486	103
486	310
486	195
486	396
486	151
334	66
334	468
334	232
334	486
334	158
334	274
334	526
334	131
334	356
334	495
334	284
334	445
334	125
334	459
334	367
334	494
334	86
334	507
334	204
334	452
334	179
334	531
334	490
334	272
108	417
108	506
108	119
108	31
108	480
108	364
108	467
108	293
108	121
261	323
261	440
261	299
261	507
261	364
261	295
261	475
261	500
261	77
317	210
251	472
251	339
251	205
475	144
475	268
475	480
475	100
475	387
339	454
339	120
339	493
339	251
339	31
339	58
339	480
339	362
315	395
163	545
163	264
163	484
163	164
163	239
163	433
163	424
163	529
163	388
350	75
350	395
350	50
350	316
129	256
129	470
129	221
129	172
129	427
129	499
129	503
243	395
243	446
243	371
547	516
547	500
547	99
547	57
547	173
547	158
547	480
547	219
547	155
547	76
547	111
547	495
547	213
547	436
547	247
547	273
547	121
376	158
542	537
542	538
542	540
542	539
542	533
542	532
542	464
542	98
0	1
2	133
2	88
2	508
2	426
2	512
2	399
2	497
2	174
258	193
258	324
258	138
258	384
258	351
258	268
258	480
258	108
258	118
258	452
258	273
359	66
359	468
359	227
359	440
359	179
359	267
359	511
359	106
483	485
483	39
483	218
483	172
483	428
483	525
483	385
483	410
483	464
157	86
157	419
157	461
157	508
157	148
157	251
157	364
157	267
157	58
157	374
157	287
157	266
157	381
157	319
157	463
157	494
87	327
87	528
87	403
87	177
87	308
87	132
87	400
87	430
87	416
87	239
87	341
87	347
87	114
87	422
87	286
87	408
87	401
87	249
87	154
87	363
155	140
155	384
155	219
155	267
155	490
155	170
53	516
53	506
53	48
53	118
53	100
53	435
53	106
73	406
73	527
73	363
481	86
481	236
481	462
481	385
481	497
481	381
40	118
40	461
461	383
461	419
461	40
461	85
461	508
461	361
461	506
461	140
461	157
461	364
461	69
461	115
461	480
461	208
461	434
461	252
461	318
461	159
461	227
331	168
331	251
331	387
445	455
445	3
445	506
445	140
445	201
445	89
445	467
445	344
271	67
271	158
329	313
329	442
329	430
329	416
329	5
329	105
329	439
329	424
105	181
105	297
105	294
105	329
105	424
105	529
105	137
459	278
459	135
459	232
459	486
459	158
459	334
459	389
459	495
459	344
459	216
459	140
459	251
459	102
459	513
459	322
459	66
459	383
459	303
459	111
459	444
459	58
459	480
459	76
459	497
459	469
459	193
459	185
459	376
459	173
462	263
462	148
462	31
462	48
462	159
462	481
462	121
213	66
213	270
213	58
213	480
213	151
213	467
253	66
253	193
253	44
253	324
253	57
253	246
253	219
253	138
253	134
253	159
253	497
253	367
253	247
91	58
403	422
403	439
403	276
403	262
403	406
403	430
403	416
403	7
403	87
403	54
403	239
403	451
403	484
403	311
403	448
403	11
403	312
306	151
507	480
507	253
219	193
219	155
219	492
219	495
219	518
355	225
355	527
355	132
355	35
355	297
355	416
355	18
355	439
355	522
355	374
355	366
355	388
167	504
443	383
443	330
443	185
443	104
443	267
443	48
443	235
443	344
443	192
61	26
61	18
61	24
61	114
61	311
124	109
124	345
124	374
124	136
124	7
124	484
124	54
124	390
124	212
124	164
124	311
55	66
55	417
55	506
55	158
55	387
55	208
55	517
55	381
82	139
82	58
82	449
82	150
82	447
82	289
358	66
358	516
358	419
358	506
358	179
358	155
358	219
358	504
358	480
358	213
358	497
104	387
104	267
104	500
104	287
104	443
104	467
104	496
116	299
116	548
116	74
116	232
116	324
477	269
477	419
477	284
477	508
477	174
477	265
477	296
477	372
477	69
477	512
477	253
477	517
477	273
263	526
177	291
177	543
177	430
177	297
177	285
177	11
177	5
177	18
177	439
177	212
177	379
177	87
177	1
177	316
177	112
177	448
177	401
493	339
493	48
146	86
146	66
146	79
146	507
356	508
356	495
356	324
318	474
318	148
318	461
37	317
37	353
37	458
37	275
37	95
37	510
37	410
37	503
37	118
37	98
37	72
37	220
143	35
143	297
143	54
143	145
143	390
143	316
44	480
29	313
29	145
29	181
29	96
29	430
29	7
29	11
29	164
29	239
29	439
29	399
29	522
29	316
29	118
29	27
29	402
304	295
482	313
482	291
482	177
482	360
482	442
482	149
482	11
482	239
482	114
482	371
482	202
482	109
482	312
482	321
482	430
482	5
482	14
482	240
482	286
482	316
482	460
482	448
482	406
482	368
482	341
482	422
482	373
482	320
482	347
482	446
482	413
482	285
482	212
482	379
482	407
482	529
26	309
26	132
26	416
26	442
26	414
26	143
26	61
204	490
204	465
204	497
316	225
316	177
316	276
316	35
316	400
316	7
316	11
316	164
316	239
316	114
316	18
316	430
316	332
316	54
316	382
316	373
316	408
316	518
316	132
316	338
316	341
316	320
316	297
316	130
316	522
316	80
30	86
30	468
30	140
30	516
30	480
30	465
30	494
30	121
441	158
128	297
335	522
335	309
335	132
335	484
335	430
335	416
335	294
335	11
335	52
335	130
335	408
335	438
335	165
335	510
335	446
335	401
335	482
335	388
335	220
16	480
16	507
406	313
406	291
406	42
406	177
406	420
406	360
406	35
406	285
406	416
406	338
406	11
406	164
406	145
406	286
406	198
406	498
406	307
406	402
406	109
406	437
406	388
406	527
406	431
406	73
406	36
406	430
406	332
406	329
406	105
406	373
406	112
406	438
406	78
406	316
406	366
406	408
406	448
406	401
406	162
406	71
406	5
406	239
406	403
406	404
406	335
406	132
406	370
406	149
406	301
406	484
406	294
406	17
406	439
406	308
406	43
406	171
406	249
406	93
406	320
406	220
406	522
406	347
406	341
406	214
406	297
406	442
406	433
406	18
406	114
406	528
406	190
406	414
406	231
406	379
406	529
406	143
406	80
406	363
406	482
111	497
111	455
341	321
341	154
341	442
341	7
341	164
341	18
341	316
341	27
341	401
341	402
341	312
453	313
453	380
453	239
453	35
453	332
453	430
453	297
453	416
453	7
453	164
453	145
453	439
453	373
453	338
453	316
453	424
453	363
374	33
374	430
374	124
374	157
374	164
471	268
471	425
471	459
471	232
471	367
435	159
435	119
435	490
435	501
435	53
435	118
435	518
402	313
402	276
402	406
402	341
402	451
402	114
402	448
402	92
402	220
457	470
457	415
457	284
457	497
181	313
181	262
181	143
181	7
181	388
34	387
470	454
470	330
470	452
470	148
470	179
470	416
470	457
470	111
470	267
470	485
470	490
470	505
470	48
470	213
470	531
470	129
470	293
262	164
498	313
