58	0	0.539491
73	0	0.562249
82	0	0.666013
91	0	0.539491
114	0	0.703595
135	0	0.576711
212	0	0.699592
214	0	0.747203
239	0	0.473663
260	0	0.620543
298	0	0.604261
395	0	0.536107
464	0	0.473663
473	0	0.612822
487	0	0.663366
8	1	0.593035
23	1	0.633857
50	1	0.670011
58	1	0.486584
67	1	0.595547
98	1	0.642609
105	1	0.649371
132	1	0.669135
135	1	0.522274
149	1	0.589206
150	1	0.510962
177	1	0.649371
212	1	0.542716
270	1	0.566739
279	1	0.504702
295	1	0.621744
298	1	0.66558
349	1	0.509528
369	1	0.624514
370	1	0.576685
373	1	0.479855
442	1	0.487184
464	1	0.520122
473	1	0.52576
480	1	0.627649
482	1	0.538026
11	2	0.579208
50	2	0.621464
52	2	0.634353
58	2	0.573017
67	2	0.65211
82	2	0.550062
88	2	0.610631
98	2	0.596981
135	2	0.596105
149	2	0.554532
150	2	0.535889
176	2	0.631222
177	2	0.585153
192	2	0.6532
268	2	0.460044
275	2	0.698847
298	2	0.500399
326	2	0.618021
416	2	0.511576
448	2	0.649154
480	2	0.506905
482	2	0.626598
500	2	0.547672
11	3	0.574258
23	3	0.546241
37	3	0.496843
50	3	0.509894
67	3	0.5877
82	3	0.618237
91	3	0.569922
98	3	0.625936
110	3	0.415388
122	3	0.647686
135	3	0.606287
149	3	0.573187
157	3	0.632104
161	3	0.362661
176	3	0.631004
233	3	0.575257
255	3	0.693188
268	3	0.577342
285	3	0.664402
306	3	0.554651
336	3	0.664402
344	3	0.616293
448	3	0.590997
480	3	0.570227
500	3	0.676492
505	3	0.607584
535	3	0.599708
7	4	0.493251
11	4	0.618619
14	4	0.653294
50	4	0.446499
67	4	0.378727
85	4	0.655097
87	4	0.59674
90	4	0.60404
91	4	0.513628
92	4	0.438364
110	4	0.598848
149	4	0.608453
151	4	0.636154
154	4	0.546838
155	4	0.658536
157	4	0.610645
158	4	0.703276
161	4	0.366028
177	4	0.618684
230	4	0.736312
236	4	0.577323
278	4	0.61577
282	4	0.678197
308	4	0.594049
321	4	0.63019
332	4	0.608341
335	4	0.673234
340	4	0.64136
346	4	0.587425
348	4	0.618503
352	4	0.569026
364	4	0.451403
396	4	0.581534
400	4	0.64516
403	4	0.618124
408	4	0.499013
416	4	0.602881
432	4	0.581658
437	4	0.604679
464	4	0.6264
469	4	0.628146
470	4	0.728106
481	4	0.622356
492	4	0.703595
494	4	0.620223
496	4	0.602617
510	4	0.631861
535	4	0.603372
2	5	0.623364
11	5	0.696487
17	5	0.538759
32	5	0.523358
33	5	0.636249
37	5	0.484758
43	5	0.632173
50	5	0.750609
65	5	0.715863
67	5	0.673199
70	5	0.642188
77	5	0.648859
82	5	0.637098
85	5	0.537547
91	5	0.650546
96	5	0.378727
98	5	0.66168
99	5	0.652577
105	5	0.61419
107	5	0.636323
118	5	0.593942
122	5	0.626909
124	5	0.575251
127	5	0.62415
146	5	0.523304
148	5	0.675232
150	5	0.703811
151	5	0.584537
156	5	0.572432
157	5	0.631228
175	5	0.623297
176	5	0.649503
177	5	0.681769
202	5	0.571693
203	5	0.744931
214	5	0.541241
219	5	0.817432
225	5	0.661107
231	5	0.64718
233	5	0.728106
245	5	0.642895
249	5	0.502262
254	5	0.68747
262	5	0.649838
274	5	0.580221
275	5	0.602734
282	5	0.568552
285	5	0.632933
287	5	0.493538
289	5	0.550443
300	5	0.616703
303	5	0.632367
308	5	0.765646
328	5	0.661107
332	5	0.573523
336	5	0.530335
342	5	0.714623
344	5	0.502951
345	5	0.582718
346	5	0.577261
348	5	0.644435
352	5	0.628229
357	5	0.522809
362	5	0.530807
369	5	0.627287
370	5	0.647141
381	5	0.658159
383	5	0.614164
388	5	0.663676
401	5	0.694473
403	5	0.57524
405	5	0.548064
412	5	0.57126
416	5	0.413851
424	5	0.660938
425	5	0.572092
428	5	0.632331
432	5	0.663152
434	5	0.624489
448	5	0.612497
450	5	0.632352
452	5	0.662335
453	5	0.826077
456	5	0.591699
462	5	0.642936
464	5	0.614136
465	5	0.618619
484	5	0.597219
486	5	0.629576
488	5	0.713975
492	5	0.554483
494	5	0.56362
496	5	0.576081
510	5	0.675363
512	5	0.61577
518	5	0.499797
519	5	0.703595
520	5	0.603957
524	5	0.586835
525	5	0.64538
526	5	0.647539
528	5	0.615021
532	5	0.516785
537	5	0.598269
538	5	0.598269
543	5	0.561872
1	6	0.479054
2	6	0.594109
11	6	0.564973
15	6	0.576502
34	6	0.725837
38	6	0.648907
42	6	0.518697
43	6	0.663276
48	6	0.55822
50	6	0.566012
53	6	0.552272
54	6	0.660815
55	6	0.531392
66	6	0.575067
75	6	0.604928
82	6	0.476561
86	6	0.559789
91	6	0.624359
92	6	0.560857
94	6	0.576775
95	6	0.702038
99	6	0.606676
105	6	0.594651
108	6	0.556994
115	6	0.557029
131	6	0.600676
136	6	0.606121
138	6	0.703595
140	6	0.620708
146	6	0.629184
148	6	0.591712
151	6	0.672128
157	6	0.63643
158	6	0.663836
162	6	0.49012
166	6	0.493538
169	6	0.621262
172	6	0.562219
174	6	0.625942
176	6	0.64522
177	6	0.639579
181	6	0.64999
182	6	0.18787
192	6	0.649449
195	6	0.638189
198	6	0.628529
203	6	0.684679
207	6	0.700265
210	6	0.475382
219	6	0.618058
224	6	0.569628
231	6	0.595011
237	6	0.656342
241	6	0.593597
242	6	0.537123
244	6	0.563109
245	6	0.535901
249	6	0.644021
257	6	0.637528
259	6	0.642182
262	6	0.522521
264	6	0.582992
265	6	0.613005
268	6	0.580625
278	6	0.678212
280	6	0.570334
282	6	0.576063
287	6	0.642878
289	6	0.532141
291	6	0.639076
294	6	0.648834
301	6	0.601071
303	6	0.626147
308	6	0.713249
309	6	0.596189
319	6	0.593872
323	6	0.59402
325	6	0.606197
328	6	0.664399
332	6	0.54632
336	6	0.595257
341	6	0.633031
343	6	0.702038
344	6	0.615506
345	6	0.622101
346	6	0.5592
350	6	0.665642
352	6	0.66346
359	6	0.712443
362	6	0.666821
363	6	0.844281
374	6	0.574034
378	6	0.623023
383	6	0.581279
387	6	0.49315
391	6	0.560537
394	6	0.559376
398	6	0.585703
412	6	0.335807
414	6	0.64267
421	6	0.703595
425	6	0.598552
437	6	0.671281
450	6	0.567585
452	6	0.545104
457	6	0.635425
462	6	0.614573
464	6	0.619679
468	6	0.577644
471	6	0.629716
484	6	0.463444
486	6	0.592585
488	6	0.552503
496	6	0.598259
499	6	0.659135
512	6	0.620766
517	6	0.647303
518	6	0.606394
520	6	0.548468
521	6	0.62509
522	6	0.634759
526	6	0.587959
528	6	0.61428
532	6	0.699514
533	6	0.530631
534	6	0.651128
537	6	0.530631
538	6	0.530631
542	6	0.530631
1	7	0.583913
2	7	0.536594
4	7	0.549506
5	7	0.602547
6	7	0.610449
18	7	0.6368
22	7	0.691832
30	7	0.63681
32	7	0.320299
50	7	0.581241
53	7	0.638144
54	7	0.621978
55	7	0.584117
58	7	0.551704
63	7	0.619326
65	7	0.601812
66	7	0.663565
69	7	0.608668
74	7	0.628908
75	7	0.561937
76	7	0.554355
82	7	0.608939
84	7	0.594687
86	7	0.53469
91	7	0.595678
94	7	0.537467
97	7	0.615206
99	7	0.597863
102	7	0.639129
105	7	0.699455
108	7	0.604188
111	7	0.671821
113	7	0.712477
